timestamp,value
07-12-2016 20,2.89
07-12-2016 21,1.67
07-12-2016 22,2.66
07-12-2016 23,2.88
08-12-2016 0,2.11
08-12-2016 1,0.62
08-12-2016 2,0.6
08-12-2016 3,0.7
08-12-2016 4,1.28
08-12-2016 5,0.58
08-12-2016 6,0.76
08-12-2016 7,4.62
08-12-2016 8,3.67
08-12-2016 9,2.61
08-12-2016 10,3.15
08-12-2016 11,3.48
08-12-2016 12,2.72
08-12-2016 13,0.66
08-12-2016 14,2.1
08-12-2016 15,1.27
08-12-2016 16,1.34
08-12-2016 17,3.07
08-12-2016 18,0.99
08-12-2016 19,1.89
08-12-2016 20,2.4
08-12-2016 21,1.77
08-12-2016 22,1.95
08-12-2016 23,1.7
09-12-2016 0,1.84
09-12-2016 1,0.71
09-12-2016 2,0.31
09-12-2016 3,0.27
09-12-2016 4,1.1
09-12-2016 5,1.12
09-12-2016 6,0.47
09-12-2016 7,3.74
09-12-2016 8,4.96
09-12-2016 9,3.82
09-12-2016 10,2.46
09-12-2016 11,2.73
09-12-2016 12,2.78
09-12-2016 13,3.4
09-12-2016 14,2.49
09-12-2016 15,2.03
09-12-2016 16,1.81
09-12-2016 17,1.68
09-12-2016 18,3.93
09-12-2016 19,1.45
09-12-2016 20,2.92
09-12-2016 21,4.76
09-12-2016 22,3.85
09-12-2016 23,0.78
10-12-2016 0,1.34
10-12-2016 1,2.43
10-12-2016 2,1.3
10-12-2016 3,0.38
10-12-2016 4,0.41
10-12-2016 5,0.98
10-12-2016 6,0.7
10-12-2016 7,3.26
10-12-2016 8,4.19
10-12-2016 9,5.44
10-12-2016 10,2.82
10-12-2016 11,1.08
10-12-2016 12,1.37
10-12-2016 13,2.4
10-12-2016 14,1.17
10-12-2016 15,1.6
10-12-2016 16,1.6
10-12-2016 17,2.21
10-12-2016 18,2.36
10-12-2016 19,1.03
10-12-2016 20,2.33
10-12-2016 21,1.86
10-12-2016 22,1.65
10-12-2016 23,1.15
11-12-2016 0,0.21
11-12-2016 1,0.28
11-12-2016 2,0.48
11-12-2016 3,0.49
11-12-2016 4,0.5
11-12-2016 5,1.3
11-12-2016 6,0.64
11-12-2016 7,4.1
11-12-2016 8,4.06
11-12-2016 9,3.83
11-12-2016 10,2.57
11-12-2016 11,2.66
11-12-2016 12,2.43
11-12-2016 13,2.96
11-12-2016 14,2.29
11-12-2016 15,1.96
11-12-2016 16,2.38
11-12-2016 17,2.06
11-12-2016 18,2.72
11-12-2016 19,1.59
11-12-2016 20,3.45
11-12-2016 21,3.32
11-12-2016 22,3.62
11-12-2016 23,1.97
12-12-2016 0,2.36
12-12-2016 1,1.1
12-12-2016 2,1.19
12-12-2016 3,1.19
12-12-2016 4,1.99
12-12-2016 5,1.46
12-12-2016 6,1.49
12-12-2016 7,5.11
12-12-2016 8,6.51
12-12-2016 9,5.5
12-12-2016 10,4.59
12-12-2016 11,4.24
12-12-2016 12,4.87
12-12-2016 13,4.11
12-12-2016 14,3.78
12-12-2016 15,3.27
12-12-2016 16,2.73
12-12-2016 17,3.84
12-12-2016 18,2.59
12-12-2016 19,3.82
12-12-2016 20,4.7
12-12-2016 21,3.14
12-12-2016 22,2.85
12-12-2016 23,3.03
13-12-2016 0,1.73
13-12-2016 1,3.13
13-12-2016 2,0.8
13-12-2016 3,0.76
13-12-2016 4,0.84
13-12-2016 5,1.41
13-12-2016 6,0.87
13-12-2016 7,4.25
13-12-2016 8,5.66
13-12-2016 9,3.69
13-12-2016 10,1.58
13-12-2016 11,3.31
13-12-2016 12,2.37
13-12-2016 13,3.4
13-12-2016 14,3.23
13-12-2016 15,1.73
13-12-2016 16,2.54
13-12-2016 17,1.38
13-12-2016 18,3.2
13-12-2016 19,2.57
13-12-2016 20,2.21
13-12-2016 21,3.61
13-12-2016 22,1.95
13-12-2016 23,1.2
14-12-2016 0,2.75
14-12-2016 1,0.68
14-12-2016 2,0.92
14-12-2016 3,1.16
14-12-2016 4,0.9
14-12-2016 5,0.92
14-12-2016 6,1.52
14-12-2016 7,4.7
14-12-2016 8,5.07
14-12-2016 9,5.5
14-12-2016 10,3.31
14-12-2016 11,4.39
14-12-2016 12,4.41
14-12-2016 13,3.72
14-12-2016 14,3.53
14-12-2016 15,3.02
14-12-2016 16,3.44
14-12-2016 17,3.5
14-12-2016 18,2.98
14-12-2016 19,2.99
14-12-2016 20,3.03
14-12-2016 21,4.09
14-12-2016 22,2.86
14-12-2016 23,1.12
15-12-2016 0,1.59
15-12-2016 1,1.82
15-12-2016 2,0.73
15-12-2016 3,0.68
15-12-2016 4,0.87
15-12-2016 5,1.36
15-12-2016 6,1.29
15-12-2016 7,4.57
15-12-2016 8,4.97
15-12-2016 9,5.68
15-12-2016 10,3.48
15-12-2016 11,2.45
15-12-2016 12,3.6
15-12-2016 13,2.95
15-12-2016 14,2.8
15-12-2016 15,3.38
15-12-2016 16,3.88
15-12-2016 17,3.05
15-12-2016 18,4.37
15-12-2016 19,3.22
15-12-2016 20,3.13
15-12-2016 21,3.54
15-12-2016 22,1.73
15-12-2016 23,2.12
16-12-2016 0,1.23
16-12-2016 1,2.1
16-12-2016 2,0.8
16-12-2016 3,1.57
16-12-2016 4,0.86
16-12-2016 5,0.89
16-12-2016 6,0.95
16-12-2016 7,4.35
16-12-2016 8,5.56
16-12-2016 9,4.29
16-12-2016 10,2
16-12-2016 11,3.97
16-12-2016 12,2.33
16-12-2016 13,2.49
16-12-2016 14,2.97
16-12-2016 15,2.95
16-12-2016 16,3.16
16-12-2016 17,3.86
16-12-2016 18,3.01
16-12-2016 19,3.7
16-12-2016 20,2.22
16-12-2016 21,2.67
16-12-2016 22,2.72
16-12-2016 23,2.81
17-12-2016 0,1.76
17-12-2016 1,0.87
17-12-2016 2,0.71
17-12-2016 3,1.39
17-12-2016 4,0.75
17-12-2016 5,0.85
17-12-2016 6,0.88
17-12-2016 7,4.64
17-12-2016 8,5.66
17-12-2016 9,4.73
17-12-2016 10,3.66
17-12-2016 11,4.59
17-12-2016 12,3.69
17-12-2016 13,4.3
17-12-2016 14,4.64
17-12-2016 15,1.84
17-12-2016 16,2.64
17-12-2016 17,1.79
17-12-2016 18,1.7
17-12-2016 19,2.41
17-12-2016 20,2.78
17-12-2016 21,2.96
17-12-2016 22,2.27
17-12-2016 23,2.49
18-12-2016 0,1.14
18-12-2016 1,0.93
18-12-2016 2,1.52
18-12-2016 3,0.66
18-12-2016 4,0.68
18-12-2016 5,0.83
18-12-2016 6,1.54
18-12-2016 7,4.34
18-12-2016 8,4.6
18-12-2016 9,4.99
18-12-2016 10,2.83
18-12-2016 11,3.56
18-12-2016 12,3.72
18-12-2016 13,3.95
18-12-2016 14,3.55
18-12-2016 15,4.5
18-12-2016 16,1.9
18-12-2016 17,2.27
18-12-2016 18,2.22
18-12-2016 19,2.09
18-12-2016 20,2.65
18-12-2016 21,2.8
18-12-2016 22,3.76
18-12-2016 23,1.17
19-12-2016 0,0.97
19-12-2016 1,1.59
19-12-2016 2,0.7
19-12-2016 3,1.41
19-12-2016 4,0.75
19-12-2016 5,0.85
19-12-2016 6,0.87
19-12-2016 7,4.42
19-12-2016 8,5.57
19-12-2016 9,4.16
19-12-2016 10,2.96
19-12-2016 11,5.18
19-12-2016 12,5.33
19-12-2016 13,2.95
19-12-2016 14,3.3
19-12-2016 15,3.56
19-12-2016 16,4.9
19-12-2016 17,2.56
19-12-2016 18,2.9
19-12-2016 19,2.55
19-12-2016 20,2.51
19-12-2016 21,2.01
19-12-2016 22,2.97
19-12-2016 23,1.17
20-12-2016 0,0.86
20-12-2016 1,0.81
20-12-2016 2,1.43
20-12-2016 3,0.69
20-12-2016 4,0.76
20-12-2016 5,0.86
20-12-2016 6,0.88
20-12-2016 7,4.11
20-12-2016 8,5.48
20-12-2016 9,2.83
20-12-2016 10,1.96
20-12-2016 11,2.11
20-12-2016 12,3.46
20-12-2016 13,2.61
20-12-2016 14,5.17
20-12-2016 15,2.39
20-12-2016 16,2.32
20-12-2016 17,2.07
20-12-2016 18,1.81
20-12-2016 19,2.18
20-12-2016 20,3.58
20-12-2016 21,1.57
20-12-2016 22,2.77
20-12-2016 23,1.52
21-12-2016 0,1.2
21-12-2016 1,2.67
21-12-2016 2,1.03
21-12-2016 3,0.78
21-12-2016 4,0.9
21-12-2016 5,1.69
21-12-2016 6,0.94
21-12-2016 7,4.47
21-12-2016 8,5.6
21-12-2016 9,4.48
21-12-2016 10,1.91
21-12-2016 11,4.02
21-12-2016 12,3.79
21-12-2016 13,2.97
21-12-2016 14,3.75
21-12-2016 15,3.92
21-12-2016 16,3.29
21-12-2016 17,3.38
21-12-2016 18,4.6
21-12-2016 19,3.97
21-12-2016 20,2.22
21-12-2016 21,4.28
21-12-2016 22,3.09
21-12-2016 23,3.09
22-12-2016 0,1.09
22-12-2016 1,2.74
22-12-2016 2,1.77
22-12-2016 3,0.72
22-12-2016 4,0.66
22-12-2016 5,0.78
22-12-2016 6,1.65
22-12-2016 7,4.26
22-12-2016 8,4.58
22-12-2016 9,4.71
22-12-2016 10,2.48
22-12-2016 11,3.32
22-12-2016 12,3.79
22-12-2016 13,2.88
22-12-2016 14,3.63
22-12-2016 15,4.62
22-12-2016 16,2.85
22-12-2016 17,2.42
22-12-2016 18,0.24
22-12-2016 19,0.17
22-12-2016 20,0.18
22-12-2016 21,0.86
22-12-2016 22,0.19
22-12-2016 23,0.18
23-12-2016 0,0.17
23-12-2016 1,0.17
23-12-2016 2,1.02
23-12-2016 3,0.17
23-12-2016 4,0.17
23-12-2016 5,0.17
23-12-2016 6,0.16
23-12-2016 7,0.16
23-12-2016 8,1.08
23-12-2016 9,0.16
23-12-2016 10,0.11
23-12-2016 11,0.12
23-12-2016 12,0.12
23-12-2016 13,0.11
23-12-2016 14,0.26
23-12-2016 15,1.02
23-12-2016 16,0.12
23-12-2016 17,0.16
23-12-2016 18,0.17
23-12-2016 19,0.15
23-12-2016 20,0.17
23-12-2016 21,0.16
23-12-2016 22,1.24
23-12-2016 23,0.17
24-12-2016 0,0.16
24-12-2016 1,0.16
24-12-2016 2,0.16
24-12-2016 3,0.21
24-12-2016 4,0.51
24-12-2016 5,0.63
24-12-2016 6,1.62
24-12-2016 7,0.58
24-12-2016 8,0.61
24-12-2016 9,0.69
24-12-2016 10,0.72
24-12-2016 11,0.86
24-12-2016 12,0.96
24-12-2016 13,1.01
24-12-2016 14,2.25
24-12-2016 15,1.1
24-12-2016 16,1.14
24-12-2016 17,1.23
24-12-2016 18,1.29
24-12-2016 19,1.38
24-12-2016 20,1.45
24-12-2016 21,1.48
24-12-2016 22,2.59
24-12-2016 23,1.67
25-12-2016 0,1.56
25-12-2016 1,1.55
25-12-2016 2,1.6
25-12-2016 3,1.54
25-12-2016 4,1.54
25-12-2016 5,1.51
25-12-2016 6,2.09
25-12-2016 7,2.06
25-12-2016 8,1.42
25-12-2016 9,1.39
25-12-2016 10,1.29
25-12-2016 11,1.25
25-12-2016 12,4.14
25-12-2016 13,4.22
25-12-2016 14,4.44
25-12-2016 15,5.2
25-12-2016 16,4.24
25-12-2016 17,4.49
25-12-2016 18,5.13
25-12-2016 19,4.86
25-12-2016 20,7.07
25-12-2016 21,7.07
25-12-2016 22,5.56
25-12-2016 23,2.34
26-12-2016 0,3.22
26-12-2016 1,2.27
26-12-2016 2,2.07
26-12-2016 3,2.53
26-12-2016 4,1.28
26-12-2016 5,1.4
26-12-2016 6,5.94
26-12-2016 7,6.06
26-12-2016 8,7.1
26-12-2016 9,5.1
26-12-2016 10,5.17
26-12-2016 11,5.04
26-12-2016 12,6.91
26-12-2016 13,5.96
26-12-2016 14,5.7
26-12-2016 15,3.56
26-12-2016 16,1.71
26-12-2016 17,3.47
26-12-2016 18,3.52
26-12-2016 19,3.01
26-12-2016 20,4.54
26-12-2016 21,3.52
26-12-2016 22,4.07
26-12-2016 23,1.95
27-12-2016 0,1.29
27-12-2016 1,1.59
27-12-2016 2,1.65
27-12-2016 3,1.57
27-12-2016 4,1.43
27-12-2016 5,1.4
27-12-2016 6,5.2
27-12-2016 7,4.78
27-12-2016 8,4.39
27-12-2016 9,2.16
27-12-2016 10,4.36
27-12-2016 11,4.4
27-12-2016 12,3.72
27-12-2016 13,4.13
27-12-2016 14,3.46
27-12-2016 15,4.13
27-12-2016 16,4.49
27-12-2016 17,2.81
27-12-2016 18,3.49
27-12-2016 19,2.31
27-12-2016 20,1.53
27-12-2016 21,1.96
27-12-2016 22,1.19
27-12-2016 23,1.1
28-12-2016 0,2.16
28-12-2016 1,1.27
28-12-2016 2,0.96
28-12-2016 3,1.19
28-12-2016 4,2.14
28-12-2016 5,1.36
28-12-2016 6,4.49
28-12-2016 7,4.62
28-12-2016 8,4.77
28-12-2016 9,3.72
28-12-2016 10,3.09
28-12-2016 11,2.27
28-12-2016 12,3.66
28-12-2016 13,2.58
28-12-2016 14,2.93
28-12-2016 15,2.78
28-12-2016 16,2.19
28-12-2016 17,5.08
28-12-2016 18,2.3
28-12-2016 19,4.37
28-12-2016 20,2.2
28-12-2016 21,1.86
28-12-2016 22,4.54
28-12-2016 23,0.89
29-12-2016 0,2.28
29-12-2016 1,2.44
29-12-2016 2,0.36
29-12-2016 3,0.35
29-12-2016 4,0.63
29-12-2016 5,1.78
29-12-2016 6,4.32
29-12-2016 7,4.55
29-12-2016 8,4.84
29-12-2016 9,5.69
29-12-2016 10,3.94
29-12-2016 11,4.1
29-12-2016 12,2.67
29-12-2016 13,3.01
29-12-2016 14,2.84
29-12-2016 15,3.24
29-12-2016 16,3.43
29-12-2016 17,3.37
29-12-2016 18,4.51
29-12-2016 19,3.19
29-12-2016 20,1.84
29-12-2016 21,1.47
29-12-2016 22,2.09
29-12-2016 23,0.83
30-12-2016 0,0.6
30-12-2016 1,0.6
30-12-2016 2,0.88
30-12-2016 3,0.71
30-12-2016 4,0.6
30-12-2016 5,0.91
30-12-2016 6,3.53
30-12-2016 7,3.96
30-12-2016 8,4.36
30-12-2016 9,3.37
30-12-2016 10,3.45
30-12-2016 11,4.09
30-12-2016 12,2.89
30-12-2016 13,3.12
30-12-2016 14,4.33
30-12-2016 15,2.87
30-12-2016 16,2.26
30-12-2016 17,2.71
30-12-2016 18,2.07
30-12-2016 19,2.5
30-12-2016 20,1.42
30-12-2016 21,2.45
30-12-2016 22,2.7
30-12-2016 23,1.21
31-12-2016 0,1.37
31-12-2016 1,0.47
31-12-2016 2,0.32
31-12-2016 3,1
31-12-2016 4,0.28
31-12-2016 5,0.51
31-12-2016 6,2.39
31-12-2016 7,2.63
31-12-2016 8,3.64
31-12-2016 9,3.07
31-12-2016 10,2.67
31-12-2016 11,3.2
31-12-2016 12,4.7
31-12-2016 13,3.14
31-12-2016 14,3.57
31-12-2016 15,4.46
31-12-2016 16,4.93
31-12-2016 17,6.13
31-12-2016 18,4.02
31-12-2016 19,1.79
31-12-2016 20,1.5
31-12-2016 21,1.52
31-12-2016 22,1.68
31-12-2016 23,1.9
01-01-2017 0,0.99
01-01-2017 1,1.74
01-01-2017 2,2.72
01-01-2017 3,2.52
01-01-2017 4,0.56
01-01-2017 5,0.78
01-01-2017 6,3.34
01-01-2017 7,4.29
01-01-2017 8,3.64
01-01-2017 9,3.61
01-01-2017 10,3.04
01-01-2017 11,4.26
01-01-2017 12,4.19
01-01-2017 13,3.48
01-01-2017 14,2.7
01-01-2017 15,2.8
01-01-2017 16,2.24
01-01-2017 17,1.48
01-01-2017 18,3.32
01-01-2017 19,2.63
01-01-2017 20,2.18
01-01-2017 21,3.96
01-01-2017 22,2.33
01-01-2017 23,0.52
02-01-2017 0,0.53
02-01-2017 1,1.69
02-01-2017 2,0.3
02-01-2017 3,0.78
02-01-2017 4,1.45
02-01-2017 5,1.33
02-01-2017 6,4.51
02-01-2017 7,5.23
02-01-2017 8,4.77
02-01-2017 9,4.82
02-01-2017 10,4.09
02-01-2017 11,4.75
02-01-2017 12,3.5
02-01-2017 13,4.17
02-01-2017 14,2.39
02-01-2017 15,4.34
02-01-2017 16,2.91
02-01-2017 17,2.68
02-01-2017 18,3.98
02-01-2017 19,4.67
02-01-2017 20,4.89
02-01-2017 21,2.5
02-01-2017 22,4.31
02-01-2017 23,1.2
03-01-2017 0,0.91
03-01-2017 1,1.48
03-01-2017 2,0.66
03-01-2017 3,1.09
03-01-2017 4,1.57
03-01-2017 5,1.78
03-01-2017 6,5.67
03-01-2017 7,4.86
03-01-2017 8,5.27
03-01-2017 9,5.64
03-01-2017 10,3.31
03-01-2017 11,4.2
03-01-2017 12,3.36
03-01-2017 13,3.79
03-01-2017 14,3.13
03-01-2017 15,3.94
03-01-2017 16,2.57
03-01-2017 17,4.62
03-01-2017 18,3.64
03-01-2017 19,3.58
03-01-2017 20,3.15
03-01-2017 21,2.82
03-01-2017 22,4.35
03-01-2017 23,1.68
04-01-2017 0,2.88
04-01-2017 1,1.16
04-01-2017 2,0.83
04-01-2017 3,1.35
04-01-2017 4,1.89
04-01-2017 5,1.41
04-01-2017 6,4.81
04-01-2017 7,5.12
04-01-2017 8,6.8
04-01-2017 9,5.33
04-01-2017 10,5.03
04-01-2017 11,4.44
04-01-2017 12,3.84
04-01-2017 13,2.86
04-01-2017 14,4.77
04-01-2017 15,4.3
04-01-2017 16,3.64
04-01-2017 17,6.05
04-01-2017 18,6.42
04-01-2017 19,4.96
04-01-2017 20,4.38
04-01-2017 21,3.45
04-01-2017 22,2.88
04-01-2017 23,2.33
05-01-2017 0,1.89
05-01-2017 1,1.66
05-01-2017 2,0.72
05-01-2017 3,1.23
05-01-2017 4,2.06
05-01-2017 5,1.46
05-01-2017 6,4.62
05-01-2017 7,4.68
05-01-2017 8,5.88
05-01-2017 9,5.07
05-01-2017 10,4.78
05-01-2017 11,5.68
05-01-2017 12,4
05-01-2017 13,5.48
05-01-2017 14,4.06
05-01-2017 15,4.96
05-01-2017 16,3.46
05-01-2017 17,7.12
05-01-2017 18,5.06
05-01-2017 19,5.08
05-01-2017 20,4.63
05-01-2017 21,3.01
05-01-2017 22,2.98
05-01-2017 23,1.78
06-01-2017 0,1.64
06-01-2017 1,0.33
06-01-2017 2,0.33
06-01-2017 3,1.71
06-01-2017 4,1.39
06-01-2017 5,1.26
06-01-2017 6,4.7
06-01-2017 7,4.77
06-01-2017 8,6.1
06-01-2017 9,5.2
06-01-2017 10,4.23
06-01-2017 11,5.89
06-01-2017 12,5.06
06-01-2017 13,7.37
06-01-2017 14,5.74
06-01-2017 15,4.58
06-01-2017 16,4.31
06-01-2017 17,5.16
06-01-2017 18,3.69
06-01-2017 19,4.39
06-01-2017 20,3.5
06-01-2017 21,3.98
06-01-2017 22,5.17
06-01-2017 23,2.09
07-01-2017 0,0.86
07-01-2017 1,1.21
07-01-2017 2,2.6
07-01-2017 3,0.66
07-01-2017 4,0.7
07-01-2017 5,1.53
07-01-2017 6,4.29
07-01-2017 7,4.05
07-01-2017 8,4.15
07-01-2017 9,4.45
07-01-2017 10,4.3
07-01-2017 11,4.55
07-01-2017 12,3.17
07-01-2017 13,2.14
07-01-2017 14,3.51
07-01-2017 15,1.66
07-01-2017 16,4.01
07-01-2017 17,4.63
07-01-2017 18,4.83
07-01-2017 19,4.99
07-01-2017 20,1.67
07-01-2017 21,2.42
07-01-2017 22,1.56
07-01-2017 23,1.59
08-01-2017 0,0.71
08-01-2017 1,1.54
08-01-2017 2,0.73
08-01-2017 3,0.99
08-01-2017 4,1.09
08-01-2017 5,1.62
08-01-2017 6,4.67
08-01-2017 7,4.73
08-01-2017 8,4.84
08-01-2017 9,4.83
08-01-2017 10,4.15
08-01-2017 11,4.69
08-01-2017 12,4.81
08-01-2017 13,5.32
08-01-2017 14,3.69
08-01-2017 15,2.95
08-01-2017 16,5.04
08-01-2017 17,3.51
08-01-2017 18,4.07
08-01-2017 19,2.9
08-01-2017 20,4.95
08-01-2017 21,2.07
08-01-2017 22,3.05
08-01-2017 23,1.28
09-01-2017 0,0.32
09-01-2017 1,0.27
09-01-2017 2,0.27
09-01-2017 3,1.24
09-01-2017 4,1.01
09-01-2017 5,1.08
09-01-2017 6,4.26
09-01-2017 7,4.41
09-01-2017 8,5.61
09-01-2017 9,4.05
09-01-2017 10,3.29
09-01-2017 11,4.74
09-01-2017 12,3.41
09-01-2017 13,4.13
09-01-2017 14,3.96
09-01-2017 15,2.61
09-01-2017 16,4
09-01-2017 17,3.78
09-01-2017 18,3.42
09-01-2017 19,3.45
09-01-2017 20,3.14
09-01-2017 21,2.34
09-01-2017 22,3.91
09-01-2017 23,1
10-01-2017 0,1.45
10-01-2017 1,0.65
10-01-2017 2,0.63
10-01-2017 3,0.68
10-01-2017 4,2.04
10-01-2017 5,1.29
10-01-2017 6,3.99
10-01-2017 7,4.59
10-01-2017 8,4.52
10-01-2017 9,3.41
10-01-2017 10,3.22
10-01-2017 11,2.82
10-01-2017 12,3.13
10-01-2017 13,2.51
10-01-2017 14,2.72
10-01-2017 15,3.45
10-01-2017 16,2.86
10-01-2017 17,3.26
10-01-2017 18,3.63
10-01-2017 19,3.67
10-01-2017 20,2.09
10-01-2017 21,2.35
10-01-2017 22,1.72
10-01-2017 23,0.94
11-01-2017 0,2.44
11-01-2017 1,1.91
11-01-2017 2,0.62
11-01-2017 3,0.76
11-01-2017 4,1.8
11-01-2017 5,1.45
11-01-2017 6,4.09
11-01-2017 7,4.47
11-01-2017 8,5.05
11-01-2017 9,3.97
11-01-2017 10,3.72
11-01-2017 11,3.92
11-01-2017 12,3.04
11-01-2017 13,3.35
11-01-2017 14,2.38
11-01-2017 15,3.57
11-01-2017 16,1.98
11-01-2017 17,3.53
11-01-2017 18,2.83
11-01-2017 19,2.88
11-01-2017 20,1.87
11-01-2017 21,2.66
11-01-2017 22,3.93
11-01-2017 23,1.01
12-01-2017 0,0.56
12-01-2017 1,0.3
12-01-2017 2,1.09
12-01-2017 3,0.54
12-01-2017 4,0.78
12-01-2017 5,0.77
12-01-2017 6,4.16
12-01-2017 7,5.54
12-01-2017 8,5.05
12-01-2017 9,4.61
12-01-2017 10,5.33
12-01-2017 11,4.78
12-01-2017 12,5.21
12-01-2017 13,5.05
12-01-2017 14,6.3
12-01-2017 15,3.53
12-01-2017 16,4.13
12-01-2017 17,2.68
12-01-2017 18,3.66
12-01-2017 19,2.66
12-01-2017 20,5.65
12-01-2017 21,2.8
12-01-2017 22,2.93
12-01-2017 23,3.96
13-01-2017 0,1.26
13-01-2017 1,0.27
13-01-2017 2,1.05
13-01-2017 3,0.51
13-01-2017 4,1.19
13-01-2017 5,1.07
13-01-2017 6,4.84
13-01-2017 7,4.31
13-01-2017 8,4.47
13-01-2017 9,5.01
13-01-2017 10,4.08
13-01-2017 11,4.88
13-01-2017 12,3.08
13-01-2017 13,4.05
13-01-2017 14,3.14
13-01-2017 15,4.01
13-01-2017 16,2.3
13-01-2017 17,5.36
13-01-2017 18,3.57
13-01-2017 19,3.8
13-01-2017 20,2.89
13-01-2017 21,2.25
13-01-2017 22,2.15
13-01-2017 23,1.17
14-01-2017 0,0.42
14-01-2017 1,0.26
14-01-2017 2,0.26
14-01-2017 3,1.53
14-01-2017 4,0.81
14-01-2017 5,0.81
14-01-2017 6,4.52
14-01-2017 7,4.69
14-01-2017 8,5.75
14-01-2017 9,5.64
14-01-2017 10,5.04
14-01-2017 11,6.61
14-01-2017 12,4.43
14-01-2017 13,3.47
14-01-2017 14,4.15
14-01-2017 15,5.57
14-01-2017 16,5.01
14-01-2017 17,3.38
14-01-2017 18,3.41
14-01-2017 19,2.26
14-01-2017 20,1.63
14-01-2017 21,2.36
14-01-2017 22,1.84
14-01-2017 23,0.87
15-01-2017 0,0.84
15-01-2017 1,1.03
15-01-2017 2,1.14
15-01-2017 3,1.27
15-01-2017 4,1.51
15-01-2017 5,1.3
15-01-2017 6,5.08
15-01-2017 7,6.1
15-01-2017 8,5.31
15-01-2017 9,5.57
15-01-2017 10,6.27
15-01-2017 11,6.23
15-01-2017 12,5.44
15-01-2017 13,4.12
15-01-2017 14,4.4
15-01-2017 15,3.46
15-01-2017 16,5.26
15-01-2017 17,7.19
15-01-2017 18,4.56
15-01-2017 19,3.86
15-01-2017 20,4.17
15-01-2017 21,3.83
15-01-2017 22,3.78
15-01-2017 23,1.54
16-01-2017 0,0.83
16-01-2017 1,0.68
16-01-2017 2,1.7
16-01-2017 3,1.42
16-01-2017 4,1.54
16-01-2017 5,1.52
16-01-2017 6,5.03
16-01-2017 7,6.08
16-01-2017 8,5.49
16-01-2017 9,5.45
16-01-2017 10,5.84
16-01-2017 11,6.81
16-01-2017 12,6.44
16-01-2017 13,5.76
16-01-2017 14,4.53
16-01-2017 15,3.42
16-01-2017 16,4.3
16-01-2017 17,5.16
16-01-2017 18,4.17
16-01-2017 19,4.43
16-01-2017 20,5.11
16-01-2017 21,5.95
16-01-2017 22,2.89
16-01-2017 23,0.84
17-01-2017 0,1.41
17-01-2017 1,0.56
17-01-2017 2,0.62
17-01-2017 3,1.39
17-01-2017 4,2.24
17-01-2017 5,1.48
17-01-2017 6,5.06
17-01-2017 7,5.67
17-01-2017 8,5.72
17-01-2017 9,5.21
17-01-2017 10,4.02
17-01-2017 11,6.35
17-01-2017 12,3.57
17-01-2017 13,4.57
17-01-2017 14,5.3
17-01-2017 15,3.66
17-01-2017 16,4.1
17-01-2017 17,4.6
17-01-2017 18,3.31
17-01-2017 19,3.11
17-01-2017 20,3.89
17-01-2017 21,2.42
17-01-2017 22,2.03
17-01-2017 23,1.89
18-01-2017 0,1.28
18-01-2017 1,0.41
18-01-2017 2,0.26
18-01-2017 3,1.1
18-01-2017 4,0.7
18-01-2017 5,0.83
18-01-2017 6,3.83
18-01-2017 7,5.13
18-01-2017 8,4.37
18-01-2017 9,3.9
18-01-2017 10,3.62
18-01-2017 11,3.71
18-01-2017 12,2.61
18-01-2017 13,3.2
18-01-2017 14,3.43
18-01-2017 15,2.83
18-01-2017 16,2.85
18-01-2017 17,4.3
18-01-2017 18,2.88
18-01-2017 19,4.11
18-01-2017 20,2.47
18-01-2017 21,2.31
18-01-2017 22,2.31
18-01-2017 23,0.7
19-01-2017 0,1.86
19-01-2017 1,0.35
19-01-2017 2,0.35
19-01-2017 3,0.92
19-01-2017 4,0.68
19-01-2017 5,0.68
19-01-2017 6,3.66
19-01-2017 7,4.65
19-01-2017 8,4.02
19-01-2017 9,3.39
19-01-2017 10,4.2
19-01-2017 11,2.23
19-01-2017 12,3.62
19-01-2017 13,5.49
19-01-2017 14,3.01
19-01-2017 15,2.61
19-01-2017 16,3.43
19-01-2017 17,3.7
19-01-2017 18,2.71
19-01-2017 19,2.98
19-01-2017 20,1.97
19-01-2017 21,2.02
19-01-2017 22,1.48
19-01-2017 23,1.84
20-01-2017 0,1.74
20-01-2017 1,0.77
20-01-2017 2,0.99
20-01-2017 3,0.25
20-01-2017 4,0.48
20-01-2017 5,0.8
20-01-2017 6,4.2
20-01-2017 7,3.58
20-01-2017 8,3.84
20-01-2017 9,4.32
20-01-2017 10,3.45
20-01-2017 11,4.17
20-01-2017 12,3.85
20-01-2017 13,2.69
20-01-2017 14,2.17
20-01-2017 15,2.09
20-01-2017 16,2.9
20-01-2017 17,2.42
20-01-2017 18,2.13
20-01-2017 19,3.62
20-01-2017 20,4.16
20-01-2017 21,3.94
20-01-2017 22,1.73
20-01-2017 23,0.43
21-01-2017 0,0.39
21-01-2017 1,1.2
21-01-2017 2,0.24
21-01-2017 3,0.35
21-01-2017 4,0.83
21-01-2017 5,1.62
21-01-2017 6,3.48
21-01-2017 7,3.68
21-01-2017 8,3.84
21-01-2017 9,4.48
21-01-2017 10,4.67
21-01-2017 11,1.06
21-01-2017 12,0.14
21-01-2017 13,0.15
21-01-2017 14,0.37
21-01-2017 15,0.66
21-01-2017 16,0.14
